Wall time,Step,Value
1584772784.8656898,0,82.51273345947266
1584772831.6639137,20,504.30035400390625
1584772869.1561277,40,960.9234008789062
1584772915.1228282,60,921.271484375
1584772961.3450418,80,844.2120361328125
1584773005.2034292,100,794.1574096679688
1584773049.238261,120,189.60531616210938
1584773098.9632695,140,695.1630249023438
1584773156.9737306,160,322.310791015625
1584773205.5821013,180,51.70037078857422
1584773256.6753244,200,307.42205810546875
1584773303.7885077,220,24.412166595458984
1584773344.7274146,240,67.63800048828125
1584773400.3840299,260,266.8170166015625
1584773451.8096414,280,47.31527328491211
1584773500.603294,300,257.05364990234375
1584773543.1814306,320,517.501708984375
1584773579.7366853,340,20.572561264038086
1584773627.912206,360,496.0150451660156
1584773672.019367,380,225.28147888183594
1584773721.778733,400,49.37904357910156
1584773772.021935,420,236.11099243164062
1584773808.1529999,440,478.3279113769531
1584773843.989975,460,41.20517349243164
1584773884.2708025,480,244.72096252441406
1584773926.1451902,500,495.1452331542969
1584773963.301189,520,445.64337158203125
1584773999.4445395,540,15.568641662597656
1584774031.4303901,560,369.7140197753906
1584774060.1109262,580,21.187952041625977
1584774099.6266484,600,170.9245147705078
1584774137.943065,620,160.89346313476562
1584774173.9272833,640,13.523735046386719
1584774194.1401763,660,20.832836151123047
1584774223.5183656,680,162.07351684570312
1584774259.5718172,700,108.647705078125
1584774289.3668385,720,52.99323272705078
1584774316.4091961,740,204.69735717773438
1584774356.83624,760,103.70745086669922
1584774401.7389197,780,73.0789794921875
1584774434.8009012,800,106.20398712158203
1584774483.2083464,820,302.8470764160156
1584774505.3032155,840,65.26506805419922
1584774516.5820382,854,155.87777709960938
