Wall time,Step,Value
1584767574.643286,0,216.52615356445312
1584767622.5549319,20,996.537841796875
1584767664.4652598,40,200.93597412109375
1584767711.2045002,60,893.5809936523438
1584767761.592243,80,816.7808227539062
1584767814.7017117,100,697.615478515625
1584767865.0558918,120,104.94999694824219
1584767918.3514466,140,585.1851196289062
1584767964.423848,160,552.4446411132812
1584768030.346741,180,548.5233154296875
1584768085.789634,200,552.9860229492188
1584768124.4858432,220,546.474365234375
1584768172.2917984,240,576.130859375
1584768225.2795413,260,52.524658203125
1584768283.8394814,280,464.0342712402344
1584768323.9876206,300,15.028853416442871
1584768376.2757528,320,343.1242370605469
1584768431.368749,340,22.901227951049805
1584768477.5720205,360,269.5680847167969
1584768529.9152281,380,8.721320152282715
1584768579.9537954,400,185.32484436035156
1584768628.5246663,420,166.93199157714844
1584768667.3099303,440,31.695926666259766
1584768704.0336404,460,149.27911376953125
1584768745.1421463,480,163.09988403320312
1584768790.1167095,500,5.610863208770752
1584768843.1674166,520,159.47833251953125
1584768884.0478034,540,5.878897666931152
1584768926.3302214,560,73.24076843261719
1584768971.7117894,580,24.462717056274414
1584769014.3131342,600,9.530879974365234
1584769043.3136125,620,9.601604461669922
1584769085.1660507,640,-1.1673129796981812
1584769119.739397,660,-28.408138275146484
1584769157.1888523,680,-21.147642135620117
1584769185.9352689,700,-28.986539840698242
1584769217.806446,720,-2.787808895111084
1584769264.5551794,740,-8.563152313232422
1584769292.0723665,760,-74.66536712646484
1584769318.407115,780,-2.6810224056243896
1584769352.9476924,800,-85.87137603759766
1584769363.8502958,809,-2.914836883544922
