Wall time,Step,Value
1584741466.1000197,1015,16.462499618530273
1584741506.7963347,21556,114.46942138671875
1584741555.9282877,42505,165.87890625
1584741599.416563,63630,186.52442932128906
1584741637.914705,84753,248.1730499267578
1584741681.1676037,106504,349.0192565917969
1584741727.9254446,128845,545.8606567382812
1584741773.5632687,152520,822.283935546875
1584741831.3243272,179501,1172.63525390625
1584741900.335538,205056,964.2172241210938
1584741937.8091261,228377,1026.88818359375
1584741977.187159,252894,1062.9913330078125
1584742022.9591293,277689,1174.664306640625
1584742057.1139274,301655,1262.01513671875
1584742105.2055237,326828,1335.5244140625
1584742147.790216,351225,1295.43701171875
1584742196.389515,376382,1326.6221923828125
1584742242.7982838,401336,1562.327392578125
1584742290.1746013,427942,2112.981201171875
1584742319.482628,452318,2526.693603515625
1584742345.7159772,475748,2599.19775390625
1584742389.5505717,500350,2569.17041015625
1584742429.1890857,524556,2593.675048828125
1584742450.6149187,550074,1610.9097900390625
1584742478.0177314,573204,897.0630493164062
1584742512.5720909,596279,723.3027954101562
1584742549.103581,620105,1011.9522094726562
1584742605.3663864,647150,1635.9527587890625
1584742642.4360921,671146,2055.998291015625
1584742672.4379864,696171,2155.96826171875
1584742700.5795999,718403,2310.038330078125
1584742718.9361713,739583,2659.49169921875
1584742737.036794,761461,1435.337646484375
1584742762.1403883,785055,804.5763549804688
1584742799.3207114,810751,1685.1243896484375
1584742839.9995162,837516,2336.672119140625
1584742865.511897,861873,1854.343017578125
1584742894.8151941,886824,1759.8839111328125
1584742917.4969473,911331,1624.55126953125
1584742944.800829,935923,1571.6004638671875
1584742982.5699165,961143,1512.90771484375
1584743010.4568,985486,2073.197265625
1584743029.7811837,1000692,2357.248046875
