Wall time,Step,Value
1584735123.0298564,1010,8.561022758483887
1584735166.2099156,21744,131.0216522216797
1584735211.1270602,42779,182.29214477539062
1584735248.8752513,63732,210.24586486816406
1584735293.9482605,84961,278.864501953125
1584735328.7521548,106283,318.0952453613281
1584735376.2279687,127745,379.4832763671875
1584735420.9981146,150378,573.3831176757812
1584735469.655209,174003,1032.7581787109375
1584735504.4822974,196821,1166.7142333984375
1584735563.3680515,223286,1513.9036865234375
1584735637.314698,251338,1220.724853515625
1584735683.8777788,276928,1200.7171630859375
1584735718.2413113,300778,1244.7811279296875
1584735765.561469,325509,1139.2640380859375
1584735812.8729932,350067,1489.9921875
1584735864.091643,375406,1602.3970947265625
1584735904.9302697,398881,1302.3602294921875
1584735939.8742957,421867,1040.535888671875
1584735976.5359263,445337,1216.669921875
1584736018.0060008,469122,1147.1644287109375
1584736057.5023284,492892,1168.3067626953125
1584736089.6590605,516398,1008.1255493164062
1584736133.8207397,540194,995.6488037109375
1584736165.3117564,563553,1033.931884765625
1584736200.8567705,587037,1011.5770874023438
1584736238.0490367,610249,1096.8072509765625
1584736270.5322077,634356,1175.4205322265625
1584736294.4112096,658020,1089.4385986328125
1584736324.852306,681450,1046.49853515625
1584736356.9741237,704996,1153.0006103515625
1584736385.9071457,728916,1132.12060546875
1584736413.5484107,752803,1269.1414794921875
1584736432.8976648,776431,1218.2369384765625
1584736460.8485107,800579,1298.784912109375
1584736488.1490576,826446,1621.5291748046875
1584736504.1855621,848657,1383.273193359375
1584736539.1223273,871113,822.8529663085938
1584736558.8027906,893094,896.8056640625
1584736589.6442885,916984,1087.4876708984375
1584736609.62637,940568,1539.685546875
1584736632.2189796,964472,1475.31787109375
1584736649.979682,987680,1130.0277099609375
1584736662.4269571,1001069,1042.968017578125
