Wall time,Step,Value
1584746063.5973468,0,226.7210693359375
1584746111.0399234,20,333.2974548339844
1584746150.4306974,40,889.1653442382812
1584746191.2638884,60,817.7733764648438
1584746229.9558272,80,768.1864013671875
1584746271.5242648,100,697.626708984375
1584746309.878381,120,627.8859252929688
1584746342.5319948,140,534.4088134765625
1584746379.8795893,160,35.371280670166016
1584746420.6672742,180,85.80252838134766
1584746465.9279048,200,265.367431640625
1584746507.038566,220,68.80986785888672
1584746537.6566913,240,143.9051971435547
1584746572.8461235,260,100.15879821777344
1584746626.6108592,280,27.189481735229492
1584746675.5079036,300,-2.081261157989502
1584746713.4623609,320,-4.194080829620361
1584746747.6574614,340,-7.0183515548706055
1584746773.5066862,360,-10.204118728637695
1584746795.9528806,380,-91.70426940917969
1584746809.9536822,400,-21.456451416015625
1584746840.7862012,420,-13.857427597045898
1584746879.1965373,440,-116.862060546875
1584746905.1794343,460,-199.93089294433594
1584746940.7087777,480,-178.35064697265625
1584746966.7404149,500,-10.798142433166504
1584746993.4633784,520,-23.12188148498535
1584747025.6153333,540,-25.696670532226562
1584747052.6826081,560,-28.62485122680664
1584747072.6256635,580,-25.55194091796875
1584747094.4526987,600,-343.401123046875
1584747115.8157275,620,-296.80352783203125
1584747137.2602053,640,-24.839996337890625
1584747156.2508445,660,-12.89753532409668
1584747180.169683,680,-20.087339401245117
1584747195.7882822,700,-28.139368057250977
1584747213.1855154,720,-14.100719451904297
1584747224.248615,740,-17.73331069946289
1584747235.4660037,760,-14.168588638305664
1584747258.9272583,780,-21.594772338867188
1584747276.098416,800,-14.759055137634277
1584747290.0004005,820,-11.213297843933105
1584747303.3878543,840,-15.093284606933594
1584747317.6432986,860,-7.6210479736328125
1584747321.5302284,867,-15.308418273925781
