Wall time,Step,Value
1584757437.281764,0,123.77703857421875
1584757479.5535035,20,989.1078491210938
1584757525.0243213,40,954.6611938476562
1584757571.7059531,60,914.8958740234375
1584757619.6172707,80,171.1108856201172
1584757663.7484014,100,814.9425659179688
1584757707.6191957,120,107.87068939208984
1584757762.8759441,140,711.4308471679688
1584757804.7188685,160,721.46826171875
1584757845.6481793,180,142.49844360351562
1584757900.6856737,200,617.4649658203125
1584757954.9567332,220,571.8394165039062
1584758019.7061303,240,516.7404174804688
1584758064.6981838,260,234.3710479736328
1584758143.0126562,280,414.4986572265625
1584758179.5701973,300,371.59161376953125
1584758224.2560847,320,327.0801086425781
1584758257.3003027,340,255.04344177246094
1584758304.5048032,360,9.445292472839355
1584758338.7983086,380,210.6112060546875
1584758397.39548,400,67.22711181640625
1584758431.6879122,420,16.468799591064453
1584758470.2821755,440,1.1480603218078613
1584758505.4766715,460,5.7498779296875
1584758538.180155,480,-5.038350582122803
1584758580.3023455,500,-12.264893531799316
1584758612.658665,520,-43.40102767944336
1584758646.296196,540,-2.7152810096740723
1584758676.2128346,560,-2.898536443710327
1584758715.480286,580,-123.19076538085938
1584758737.959015,600,-12.112227439880371
1584758770.8141637,620,-58.5120849609375
1584758799.0615668,640,-7.0041704177856445
1584758826.538703,660,-54.68313980102539
1584758852.1484976,680,-38.863224029541016
1584758893.6874368,700,-136.05027770996094
1584758924.2234745,720,-92.53723907470703
1584758951.144134,740,-135.0005340576172
1584758978.2175217,760,-42.600276947021484
1584759011.6756103,780,-311.1821594238281
1584759034.1432755,800,-5.9197797775268555
1584759049.520212,818,-8.796866416931152
